MBKOM;NAKOM;SNKOM;RBGR;ADKOM
1800001;FRIDRO ALATI DOO 155-29156-36;FRIDRO;01255;SUMADIJSKA 8
1800002;MAGREM BGD 205-2929-31;MAGREM;00159;
1800003;ASPIT BOR 115-8499-78;ASPIT;00250;
1800004;INSTITUT ZA POSLOVNA ISTRAZIVANJA MBM;INSTITUT;00159;
1800005;SR STAKLO REKLAM 180-0209530101200-25;STAKLO;02098;
1800006;BEOBARS D.O.O. BGD 205-98400-59;BEOBARS;00159;
1800007;KERAMIKA CACAK 160-28109-42;KERAMIKA;00440;
1001553;CONCAST  AG;CONCAST AG;03236;
1001560;THYSSEN KRUPP FORDERTEHNIK;KRUPP;03237;
1800008;VEMUS TRANSPORT 190-4480-30 BGD;VEMUS;00159;
1800009;SZR GP MODEL LJIG 160-149760-03;GP;01470;
1800010;MILEX BGD 355-1012620-17;MILEX;03212;
1005556;TEMAT;TEMAT;02443;SLOVENIJA
1005557;DALIT-CORP;CORP;03094;
1800020;GEO INZINJERING 355-1078818-79;GEO;00159;
1800011;BTS SER Company d.o.o. 165-8831-33;BTS;00159;Bul.Vojv.Misica 14
1800012;UNION INTERNACIONAL DOO 165-12670-59;UNION;01796;DOSTOJEVSKOG 24/I
1800023;VIKTORIA -TRANS 340-32042-28;VIKTORIA;02404;
1800024;BORICIC TRANS BGD 205-116113-76;BORICIC;00159;
1006035;JP EPS Ogranak TE-KO Kostolac;KOSOLAC;01232;
2000168;M.B.FAPROMAL;M.B.FAPROMAL;00159;
2000165;MNC - GROUP;MNC GROUP;01817;
1800029;ELEKTROVAT CACAK 160-175936-45;ELEKTROVAT;00440;
1234555;DALIT CORP HRVATSKA;DALIT CORP HRVATSK;00159;
2000387;BEOPUMPE;BEOPUMPE;03120;
1800025;ZELNID 160-14074-49;ZELNID;00159;
1006036;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
1005558;SCHILDKNECNT;SCHILDKNECNT;00159;
1007050;FABRIKA SECERA SENTA;SENTA;02377;
1005559;LJUMEX;LJUMEX;00159;
1005560;HELMDON ENGLESKA;HELMDON;03268;
1007051;AUTOPREVOZNIK KUCEVO;AUTOPREVOZNIK;01332;
1005561;HSE NEMACKA;HSE NEMACKA;00159;
1007052;RB KOLUBARA Ug.br. 3-09/07;KOLUBARA;01389;
1800030;PLAZMMETAL CACAK 250-4557-09;PLAZMMETAL;00440;
1800021;FOND ZA LOKAL I NEKAT RACA 840-276644-31;FOND;02188;
1800022;METALOPLASTIKA SR  340-6765-05;METALOPLASTIKA;02522;
1800034;TEHPRO BGD 180-129210101000-76:;TEHPRO;00159;
2000169;GP INZENJERING d.o.o. 355-1020924-34;GP INZENJERING;00159;Bul.Zorana Djindjica 87/9
2000170;INTER MEHANIKA;INTER;02449;
1007053;RB KOLUBARA;KOLUBARA;01389;Svetog Save br.1
1007054;RB KOLUBARA Ug.br.3-12/07;KOLUBARA;01389;
1006037;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
1001600;VEM MOTORS Nemacka;VEM NEMACKA;03252;
1800032;RESTORAN SVETI LUKA 205-1890-44;RESTORAN;00159;
1800033;CENTRUM G MILANOVAC 155-1759-68;CENTRUM;00837;
1800035;DAN-PROM BGD 355-1013887-96;DAN;00159;
1800041;DAN-MONT DES-DVOR 335-14025-81;DAN;00524;
1800036;EXTRA-TEX 205-114401-71;EXTRA;02450;
1800037;ICI TRANS CARGO 160-205583-53;TRANS;00159;
1800038;ELEKTROTEHNICKI FAKULTET 840-1438666-48;FAKULTET;00159;
1007056;AUTOSRBIJA;AUTOSRBIJA;02878;
1800039;STYL HOME PALANKA 205-98496-62;STYL;02450;
1001601;CCM;CCM;03239;
1800040;UNIKARD BGD 205-99790-60;UNIKARD;00159;
1001602;TAKRAF;TAKRAF;03231;
1800042;NLPRO NIS 250-3040003995040-38;NLPRO;01759;
1800043;NL PRO GROUP 250-3040004075040-16;NL;01759;
1800044;METALEXPORT DOO 355-1001210-06;METAL;00159;PANCEVACKI PUT 68B
1800046;BELI PREVOZ LESK 180-2595310101180-58;BELI;01413;
1800047;SR TREND-VULKAN KOST 205-13869-94;TREND;01232;
1800050;VAR-INVEST BGD 265-1780310000063-49;VAR;00159;
2123434;IEH KOSTADINOVIC NEMACKA;IEH KOSTADINOVIC N;00159;
1800051;VIS-ALT SMEDEREV 205-115985-72;VIS;02449;
1800052;IT-SERVIS 205-74877-12 PALANKA;SERVIS;02450;
1232234;JSC SLAVYANSKI MECHANICAL PLANT UKRAINA;JSC SLAVYANSKI UKR;00159;
2365434;SLAVJANSKI MASINSKI ZAVOD UKRAINE;SLAVJANSKI UKRAINA;00159;
2314444;S.C.FORJA NEPTUN RUMUNIJA;FORJA RUMUNIJA;00159;
1800053;MD PROJEKT INSTITUT DOO NIS;MD;01759;TRG KRALJA ALEKSANDRA 2/5
1800054;LEGIS BGD 205-111790-47;LEGIS;00159;
1800055;KAFANA KRF ARANDJELO 160-240489-95;KAFANA;00022;
1800056;AUTOPR DJURIC ZELJKO 355-1054313-68;AUTOPREVOZNIK;01927;
1232532;S.C.TURNATORIJA CENTRALA ORION RUMUNIJA;S>C>TURNATORIA RM;00159;
1007055;SHIPYARD BOMEX -4M;SHIPYARD;03147;Beogradski put
1001603;NTMK NIZNI TAGIL;NTMK;03229;
1800060;PROMOTOR BGD 325-9500700010990-11;PROMOTOR;00159;
1800069;ELEKTROREMONT MS  PAL 245-28153-62;ELEKTROREMONT;02450;
1800070;PRESS BGD 205-113063-11;PRESS;00159;
1800071;METALOPRERADA UZICE 205-105602-84;METALOPRERADA;02739;
1800075;AUTOCENTAR NR D.O.O. 205-8958-83;AUTOCENTAR NR;02098;LJUBICEVSKA-NASELJE BB
1800074;"FIN IMPORT D.O.O. 160-407111-70;";FIN;00159;PAUNOVA 79/4/21
1800073;HIDRAULIK ALEKSA220-48952-94;HIDRAULIK;00008;
1800077;MONTAVARLOLA LOLA ALATI 260-130601003632;MONTAVARLOLA;00159;
1800078;SZR KLIMATEHNA GLIB 160-202402-90;KLIMATEHNA;00777;
1800079;LUKA SISTEM BGD 265-1100310000016-98;LUKA;00159;
1800084;EUROPROCESS BGD 220-4481-35;EUROPROCESS;00159;
1001652;OOO TREND MASTER;TREND MASTER;03232;
0123345;FIN S.A. POLJSKA;FIN S.A.POLJSKA;00159;
0223344;GENESIS HRVATSKA;GENESIS HRVATSKA;00159;
1231231;VENDO KERESKEDELMI KFT MADJARSKA;VENDO MADJARSKA;00159;
1800080;KMS TRANSPORT SUBOT 115-2353-86;KMS;02586;
1800081;REPUBLICKI ZAVOD ZA RAZVO 840-1562845-88;ZAVOD;00159;
2233665;TECHNOKOV MADJARSKA;TECHNOKOV MADJARSA;00159;
2000175;DORDEVIC;DORDEVIC;02449;2222
1800091;LIKA SISTEM 285-2011000000296-95;LIKA;00159;
1800092;PREGLED 170-300442545-65;PREGLED;00159;
1234231;P>S> INDUSTRIEBEDARF GMBH NEMACKA;INDUSTRIEBEDARF NE;00159;
1001612;IEH KOSTADINOVIC;IEH KOSTADINOVIC;03240;
1800093;"NEMINIK EXPORT IMPORT D.O.O.;";NEMINIK;00159;RADOJA DOMANOVICA 25/1
4444444;INOTEH d.o.o. SLOVENIJA;INOTEH SLOVENIJA;00001;
1222244;KABELSCHLEPP SYSTEMTECHNIK S.R.O.SLOVACK;KABELSCHLEPP SLOVA;00159;
1900010;ELITE LOZOVIK 160-37420-45;ELITE;01475;
1900002;LUBE TRS BGD 355-1014612-55;LUBE;00159;C
1900001;HOME TEXTILE PANCEVO 205-98816-72;HOME;01927;
1900000;AVALATRANS BGD355-1027492-21;AVALATRANS;00159;
1008054;TITAN -Cementara;TITAN;01220;Zivojina Misica
1900003;SEDISTA PRIBOJ 160-63240-88;SEDISTA;02135;
1900004;MB S.Z.U.T.R. STO JAD 180-958760101700-;MB;02450;
2233555;GBC ITALIJA;GBC ITALIJA;00159;
0022333;RULMECA GERMANY GMBH NEMACKA;RULMECA NEMACKA;03252;
0022444;HESSE+CO AUSTRIJA;HESSE AUSTRIA;00159;
0022667;INOTEH D.O.O. SLOVENIJA;INOTEH SLOVENIJA;00159;
0022456;KABELSCHLEEP SLOVACKA;KABELSCHLEEP SLOVA;00159;
1900005;TRAMER D.O.O KRALJEVO;TRAMER;01261;
1900006;ISS INSTI ZA STANDARD BGD 840-868668-29;ISS INSTITUT;00159;
1900007;LOLA LIVNICA CRNE METALUR 205-119439-89;LOLA;00159;
1900008;HOTEL REX 205-555-72;HOTEL;00159;
1006038;JP EPS Ogranak TE-KO Kostolac;TEKO KOSTOLAC;01232;
1007038;HOLCIM;HOLCIM;02074;
1900011;BBN KRAGUJEVAC 325-9500700006107-13;BBN;01255;
1900012;GRADJEVINSKA KNJIGA 355-1059198-60;KNJIGA;00159;
1900014;SVETI JOVAN PAL 265-6410310003792-50;SVETI;02450;
1900013;"IN TIME EXRESS D.O.O. 200-121333-37;";IN;00159;NOVOSADSKI AUTOPUT 53
1900015;SZR IZAL 160-280771-14;IZAL;00777;
1900016;RANEX DOO 170-30003056000-13;RANEX;00159;HADZI RUVIMOVA 5
1900017;PRVA ISKRA VISNJA -PROD 355-12680-42;ISKRA;00159;
1900018;RESTORAN SINDJELIC BGD;RESTORAN;00159;
1900019;METALIZACIJA RALJA 330-4005982-55;METALIZACIJA;02226;
1900020;DOO AMT A.M.T 145-7833-47;A.M.T;01930;
1900021;ACON BGD 355-1027355-44;ACON;02450;
5351112;TRUDBENIK B&H;TRUDBENIK B&H;00159;
2344444;TRUDBENIK B&H;TRUDBENIK B&H;00159;
1008032;ZTR TEHNONESAL;ZTR;01615;
1900024;CONAN ELECTONICS BG 355-1046061-89;CONAN;00159;
1900023;MAVEKI RALJA 250-4090000835030-52;MAVEKI;02226;
1900026;IVASPED SUBOTICA 220-64670-82;IVASPED;02586;
1900027;ADAMSPED BGD 345-10029-76;ADAMSPED;00001;
5555666;LUMEX BUGARSKA;LUMEX BUGARSKA;00159;
5556666;ELETTROTEK KABEL S.p.A. Italija;ELETTROTEK ITALIA;03257;
2233556;BEST SRL ITALIJA;BEST ITALIJA;03257;
1008035;ASEMA;ASEMA;01255;
1900030;ECOFORM BGD 160-269575-40;ECOFORM;00159;
1900031;MOBILE KULA 115-16886-40;MOBILE;01338;
4444445;BEPRO GmbH NEMACKA;BEPRO NEMACKA;03253;
1900034;SERVIS ZA PRANJ VOZ SJAJ PA 260-11068500;SJAJ;02450;
1900035;ZAVOD ZA POLJOPRIV 250-1360-94;ZAVOD;02449;
1900036;VASIMIL B.BASTA 160-53542-82;VASIMIL;00061;
1900037;YUNET BGD 170-210-63;YUNET;03212;
1233214;TRUDBENIK AD BOSNA I HERCEGOVINA;TRUDBENIK AD B&H;00159;
1900050;EHOR-ESI DOO BGD 265-1100310004541-06;EHOR;00159;
1900051;ABS MINEL ELEKTROO I POS 335-9744-23;ABS;00159;
1900052;"ABB D.O.O 170-300620540-65;";ABB;00159;BulPeka Dapcevica 13
1001604;FAMOS;FAMOS;02351;
1008060;MEGA GRADNJA;MEGA;02450;
1008061;KOPEX MIN FITIP;KOPEX;01759;Bulevar 12 februara
1900060;SAVATRANS D.O.O. 160-370370-04,,;SAVATRANS;00159;NEMANJINA 4/I
4564564;PARTNER     TRANS DOBOJ;PARTNER TRANS DOBJ;00159;
1008057;PROJEKTANSKI BIRO DOMUS;DOMUS;02450;
1900056;WBA WORLD BUSINESS DOO 330-45000026-52;WBA;02801;V.RIBNIKARA 14/18
1900054;DUXPRO PALAN 160-81428-38:;DUXPRO;02450;
1008058;KRAN INZENJERING:;KRAN;01170;
1008059;CENTAR ZA RECIKLAZU;CENTAR;00159;
1008071;VEKTOR;VEKTOR;00159;
0233445;PPG Industries natherlandss BV GeldermaL;PPG NEMACKA;00159;
1900067;BLC METAL BGD 340-32965-72;BLC;00159;
1900068;TUTNJEVIC TRAN VRB 340-33673-82;TUTNJEVIC;03038;
1900069;KOMAGRA BGD 180-82750101000-27;KOMAGRA;00159;
1523322;LEMAN SVAJCARSKA;LEMAN SVAJCARSKA;00159;
1555155;MAVEG NEMACKA;MAVEG NEMACKA;00159;
2666666;INDUSTRIAL TECHNOLOGY SYSTEMS SPOlCESKA;INDUSTRIAL T CESKA;00159;
1900077;SOLUTION BGD 285-2021000000133-49;SOLUTION;00159;
1900078;"SAH ELECTRONICS d.o.o. 220-114242-67;";SAH;00159;PASTROVICEVA 8a
1008051;MONTAVAR LOLA;MONTAVAR;00159;
1008052;RAPP ZASTAVA;RAPP;01255;
1001605;ENERGY MBA;MBA;00087;
1900059;CAD-TECH PAL 330-50000173-79;CAD;02450;
1900061;UNIVERZAL VLASKA 355-1010326-12;UNIVERZAL;02997;
2214655;DET NORSKE VERITAS NORVESKA;DET NORVESKA;00159;
2000001;RADNA ZENA 160-213705-34;RADNA;00159;
2000003;ZIMPA UB 160-39026-77;ZIMPA;02828;
2000006;BALKANCAR ZEMUN 150-16307-08;BALKANCAR;03120;
2000007;ROTIS GROUP BGD 310-13262-03;ROTIS;00159;
2000008;LAGERMAX AED D.O.O. 170-0030004703000-96;LAGERMAH;02661;GOLUBINACKA BB
2000009;AUTOELEKTRICAR PA 260-1102410028823-76;AUTOELEKTRICAR;02450;
2000010;MOCA AUSPUH SERVIS 355-1085046-19;MOCA;02450;
2000012;INFO-MARKET 205-110754-51;INFO;02450;
2000013;HOTEL ZLATIBOR 205-8980-17;HOTEL;03138;
2000014;EURO TRUCK V BANJA 325-9500700011956-23;EURO;03057;
2000015;DOO XIMPEX MLADE 160-280815-76;XIMPEX;01673;
2000016;CARD RAJ KOST 205-110809-80;CARD;01232;
1001653;ZAO REMTEHKOMPLEKT;ZAO REMTEHKOMPLEK;00001;
1007059;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;03049;
2000018;TEI PRAKTA BGD 325-45815-27;TEI;00159;
2000019;"TEHNIKA K.B. BGD 355-1021703-25;";TEHNIKA;00159;
2000020;MONA ZLATIBOR HOTEL 205-8980-17;MONA;00159;
1008067;SKUPSTINA ZGRADE HUM;SKUPSTINA;02450;
1008064;SZR EUROVENT;SZR EUROVENT;03071;
2000025;GLOBAL DOO SPO UN TR 115-18066-89;GLOBAL;01796;
2000024;AUTOPREVOZ POPOVIC MIODRAG 205-34904-39;AUTOPREVOZNIK;02599;
2000017;CT RETAIL BG 275-2216010081112-23;RETAIL;00159;
2000021;SZR FIREZ BORCA 355-1028502-95;FIREZ;00253;
2000023;DEMI INZINJERING 260-96010012305-51 DESP;DEMI;00524;
2000026;SPVR OBRENOVIC VIDAN POZ 355-1048156-12;VIDAN;02099;
2000027;TRAKON SMEDER 310-155794-80 SMEDER;TRAKON;02449;
1001654;LIEPAJA SHIPPING;LIEPAJA;00001;
2000035;AIDA TRADE REST MADERA 275-2218352081105;MADERA;00159;
2323233;S.C.REMARUL 16 FEBRUARIE S.A. RUMUNIJA;REMARUL RUMUNIJA;00159;
1008066;ELEKTRONIK;ELEKTRONIK;02471;
1008068;MULTIRED;MULTIRED;01759;
5222562;SIBRE SLEGERLAND BREMSEN NEMACKA;SIBRE NEMACKA;00159;
2354552;BIJUR DELIMON INTERNATIONAL AUSTRIJA;BIJUR AUSTRIA;00159;
1322355;PWS PRAZISIDNSWERKZENGE GMBH NEMACKA;PWS NEMACKA;00159;
5465465;HENSCHEZ ANTRIEBSTECHNIK NEMACKA;HENSCHEZ NEMACKA;00159;
1001655;ZELEZARA NIKSIC;ZELEZARA NIKSIC;01757;
2000060;MIL-NEM SOKOLOV 160-164583-57:;MIL-NEM;02902;
2000045;GRAFOCENTAR BGD 170-16766-59;GRAFOCENTAR;00159;
2212121;GOLDEN TOUR FRANCUSKA;GOLDEN TOUR FRANCU;00159;
2000066;FIBER LAND 145-15088-10 BG;FIBER;00159;
2000067;ZDELEKTRONIK 16-165032-68;ZDELEKTRON;00159;
1900079;EURO SERVIS N SAD 335-4878-71;EURO;01796;
6800069;ATB SEVER;SEVER;02586;Magnetna Polja 6
1900090;SZTR SUNCE GLIB 245-20845-64;SUNCE;02450;
1900091;REPUBLICKI ZAVOD ZA STATI 840-1562845-88;ZAVOD;00159;
1900092;MAXIPRO PALANKA 330-50000289-22;MAXIPRO;02450;
1006039;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;
2000063;USKRA GALEB N BGD 165-7961-24;GALEB;00159;
1900080;METALAC ALEKSI 205-7448-54;METALAC;00010;
1900081;MOTOR AUTOM RAD MILOMIR MLADE 205-20566-;MOTOR;01673;
1900083;SERVIS KORAC HIDROULIKE 355-1118079-54;SERVIS;01209;
1900084;TDD GROUP D.O.O SUB 205-49480-58;TDD;02586;
1900085;SAMOSTALNA RADN BILANO IG 310-156810-39;BILANOV;02450;
1900087;ILIC DIMIT DEJAN STAN;ILIC;02450;
1900070;GENEKO PALAN 330-4002928-02;GENEKO;02450;
1900097;UNIVERZI ZNANJE ZEMUN 255-10220101000-75;ZNANJE;03120;
1900098;OD UNION ELIT KRA 220-84934-12;UNION;01255;
1900089;METALOPROM SMEDER 265-6410310003938-97;METALOPROM;02449;
2424242;KEMOTEHNA NOVA d.o.o. HRVATSKA;KEMOTEHNA NOVA HRA;03265;
1900099;KLUB KNJIZAR GAL GLA 160-14944-58;KLUB;00159;
1223112;NATIONAL GUMMI AB SVEDSKA;NATIONAL GUMMI SVM;00159;
1900057;MORIS TRSTENIK 330-45000400-94;MORIS;02801;
1000108;DEASSA N SAD 160-11407-96;DEASSA;01796;
1900110;ELEKTRO DRIVE SUBOTICA 205-3727-62;ELEKTRO;02586;
1001656;OAO TULACERMET TULA;TULA;03241;
1008072;JUNIPER;JUNIPER;00837;
1008073;ENBIKON;ENBIKON;00159;
1900210;"EURIS d.o.o. 355-3200093778-78;";EURIS;00159;SAVE MASKOVICA 3
1900111;BAJO MACKAT 160-448389-04;BAJO;01530;
2111244;DELMUN AUSTRIJA;DELMUN AUSTRIJA;00001;
1900112;MONO PROMET SABAC 250-1330000675030-25;MONO;02625;
1100107;BCC BEOCOMP BGD 200-2218260101000-07;BEOCOMP;03212;
5465332;PC PLUS NEMACKA;PC PLUS NEMACKA;00159;
1002289;ECOLAB BGD 265-1100310000282-76;ECOLAB;00159;
1001227;AUTOPREVOZ RAD SEDI 160-257298-11;SEDI;01930;
1001290;VISION TRADE D.O.O. 160-273173-13;VISION;02450;JOVE TORBICE 2
1001191;HARD METAL 205-131050-79;HARD;00354;
1001330;ELTEC BGD 160-215893-66;ELTEC;03212;
1001430;MINOS G MILAN 160-930003-78;MINOS;00837;
1001323;"CINKARA KRU 205-1783-74;";CINKARA;01325;
1001328;KNUTH BGD 220-71325-02;KNUTH;03212;
1001387;MICRODIS BGD 275-220011754-19;MICRODIS;00159;
1007061;RB KOLUBARA;KOLUBARA;01389;
1001382;MICROSYSTEMS 265-1060310000012-19;MICROSYSTEMS;00159;
1323245;WIKOV GEAR S.R.O. CESKA;WIKOV CESKA;00159;
1112456;SHENYANG GOLD-SHIELD TRADE CO CHINA;SHENYANG CHINA;00159;
1006040;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
1001372;"GEM TRADE DOO 340-33704-86;";GEM;01796;NIKOLE PASICA 7
1006041;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;NIKOLE TESLE 5-7
1353343;POLANE HRVATSKA;POLANE HRVATSKA;00159;
2000080;NOZI RAVNE d.o.o. 205-1979-68;NOZI;00159;NEHRUOVA 116
2000081;NESHVYL D.O.O. BGD 160-8851-04;NESHVYL;00159;
1900100;AGENCIJA STEVIC 205-15437-46;AGENCIJA;02915;
1900101;SPARK AUTO PALAN 325-9500700014746-92;SPARK;02450;
2000793;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;02901;
1900389;FUJITSU BGD 180-2609350101000-04;FUJITSU;00159;
1900326;SBR SPASOJEVIC  V PLA 245-26128-26;SPASOJEVIC;02895;
0564645;VESS (NZ) LTD LATVIA;VESS LATVIA;03157;
1444332;SEW EURODRIVE AUSTRIA;SEW AUSTRIA;03254;
6535454;HENSCHEL ANTRIEBSTECHNIK NEMACKA;HENSCHEL NEMACKA;00159;
1006067;STR DURDEVIC;DURDEVIC;00159;
1009000;SANDVIK BGD 275-220024731-82;SANDVIK;00159;
1001657;GOSA HORTIKULTURA;GOSA;02450;
1900932;EURO BANDINI 260-16010001348-51 BGD;EURO BANDINI;00159;
1900931;CECA MOL 335-18349-10MOL;CECA MOL;01689;
1900921;JUGOTERM MEROSINA 160-12655-38;JUGOTERM;01634;
1009010;ENIGMA IDEA;ENIGMA;00159;VILINE VODE
1900150;BELI LAV 265-1050310000028-21,,;BELI LAV;00106;
2324445;TRANSAGENT D.O.O. HRVATSKA;TRANSAGENT HRVATSA;00159;
3353333;STAHL CRANE SYSTEMS GMBH NEMACKA;STAHL NEMACKA;00159;
1322122;THERMOKON SENSORTECHNIK GMBH NEMACKA;THERMOKON NEMACKA;00159;
1900131;DUMAKO SMEDER 205-10215-95;DUMAKO;02449;
1900032;JASPROM PLUS BGD 125-1762370-71;JASPROM;00159;
1900451;ABS  3-08/30 BGD;ABS;00159;
6018981;PPT INZINJER U3-08/27 PO 3-30-018;PPT;00159;
1900310;"ELEKTRO FLES SZTKR 275-0010229099608-03;";ELEKTRO FLES;02450;JASENICKA 1/5
1900332;JASTRA Z PAVLOV PAL 310-166007-93;JASTRA;02450;
1006042;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
1900323;PD ELMONT GRADNJA d.o.o. 205-11902-78;ELMONT;02098;VELJKA VLAHOVICA 80
1900324;PERISIC TRANS IVANJ 265-3080310000006-25;PERISIC;00977;
1001658;KOKSONIMMONTAZ TAGILJ;TAGILJ;03229;
2312312;THB GMBH AUSTRIA;THB AUSTRIA;00159;
2352352;INDIC BELGIA;INDIC BELGIA;00159;
1900329;GEBRUEDER WEISS170-300835589-65;GEBRUEDER;00159;
1900222;NB TRADE N SAD 340-11000532-62;NB;01796;
1900221;DKD DOBRO KVAL DUGOTR 160-79843-40;DKD;00159;
1007062;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;
1006051;IHTM;IHTM;00159;
1009053;PPT HIDRAULIKA;PPT HIDRAULIKA;02801;
1001659;GLOBAL LUKAVAC;GLOBAL;01490;
1006043;JP EPS Ogranak TE-KO Kostolac;TEKO;01232;
1001660;HE BISRICA;HE BISTRICA;00087;
1007069;AGH a.d.;AGH;00759;
1900322;HANCE PALAN SAS RIS 335-19335-59;HANCE;02450;
1900331;SUR VRANJANAC 150-4826-16 MLADENOV;VRANJANAC;01673;
1800322;UTVA IBZ SMEDE 160-299248-67;UTVA;02449;
1900028;EUWELD BGD 255-14680101000-43;EUWELD;00159;
1900327;PRODAVNICA REKORD BGD 160-11335-21;REKORD;00159;
1900229;"TRITON OIL DOO 160-268724-71;";TRITON;00159;TIMOCKA 22
1900328;ESTRADA BGD 205-9700-88 ESTRADA;ESTRADA;00159;
1900330;PROAUTOR BGD 265-1100310000853-12;PROAUTOR;00159;
1900333;"GEACHEM doo  330-4012035-35;";GEACHEM;00159;LJUTICE BOGDANA 1a
1900334;ATB FOD BOR BOR 160-303970-63,,;ATB;00250;
1900335;UDRUZENJE NAUC I STR PREVOD 205-3987-58;UDRUZENJE;00159;
1900336;lingua link palan 355-1031751-48;LINK;02450;
1900337;MAKI GRADNJA 265-6140310000096-72 LAJKOC;MAKI GRADNJA;01371;
5535353;VIA INTERNATIONAL D.O.O. SLOVENIJA;VIA INTERNATIONAL;03258;
1900338;SEKULIC TRANS KRAG 355-1006001-86;SEKULIC;01255;
1900340;RIVEX KRAG 340-11000243-56;RIVEX;01255;
1900039;SBB TIM ZEMUN 250-1250001695030-96;SBB TIM;03120;
1900038;"STRONG PAN d.o.o.265-6510310000851-31;";STRONG;01927;VELJKA PETROVICA 15
1900339;DISTRON BGD 205-9146-04;DISTRON;00159;
1900319;ALFA COLOR KRAGUJ 265-3310310001167-48;ALFA;01255;
1122321;MAKROAGENT BUGARSKA;MAKROAGENT BUGARSA;00159;
2355333;THB GMBH AUSTRIA;THB AUSTRIA;00159;kjkjljk
3232222;NILOS HANS ZILLER GMBH AND CO.KG NEMACKA;NILOS NEMACKA;00159;
1900122;MEGATREND UNIVERZITET 355-1009512-29;MEGATREND;00159;
1800137;DON INTERNATIONAL 355-1011011-91;DON;00159;
6018982;PPT INZINJERING UG,3-08/39 3-30-078;PPT;00159;
1900362;ELDI NIS 250-3040000825030-91;ELDI;00159;
1900361;POLARKLIMA BGD 125-17221-40;POLARKLIMA;00159;
1900360;SZR GUMA INZINJERING SMT 220-84805-11;GUMA;00962;
1900341;SZR M-GLASS SERVIS PALAN 160-186173-83;SERVIS;02450;
1900345;INZENJERSKO DRUSTVO ZA KORO 205-24967-71;INZENJERSKO;00159;
1900350;SZRR DUMIL BGD 220-88171-98;DUMIL;00159;
1900342;COMPACT MM BGD 180-1581210018611-05;COMPACT;00159;
1900343;POTENS-PERFORACIJA DOO 340-11002895-54;POTENS;02099;BAKIONICKA 14
1900344;AUTOKOMERC SABASC 265-6210310004019-78;AUTOKOMERC;02625;
1900346;GALERIJA PODO B PAL 250-210000007503-26;GALERIJA;00042;
1900347;REVISION BGD 180-147620101000-47;REVISION;00159;
1900348;AUTO BOLE 160-94764-91;AUTO BOLE;02450;
1900349;AUTOPREVOZNIK ILIC DRAGOSL 290-3207-28;AUTOPREVOZNIK;01413;
1900351;TAPI PALAN 355-1031611-80;TAPI;02450;
4545455;PRUFTECHNIK CONDITION MONIT GMB NEMACKA;PRUFTECHNIK NEMACA;00159;
1001661;SMB TRADE;SMB TRADE;03231;
1900363;GLIK PROM(SEDISTA;GLIK PROM;02135;
2000794;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;02902;
1900364;DOSITEJ BGD 205-16941-93;DOSITEJ;00159;
1009022;TERMMONT;TERMONT;03147;
1009034;VICON NIS;VICON;01759;
1900370;COMEL DOO BEOGRAD 330-4000091-74;COMEL;00159;
1900371;AMOKO KOMERC LESKOV 180-716820005268-69;AMOKO;01413;
1900372;SCHNEIDER ELECTRIC BEOG 275-220010131-38;SCHNEIDER;00159;
3543322;JOHNE PLUS CO GMBH NEMACKA;JOHNE NEMACKA;00159;
1900373;STANDCERT DOO 205-140307-50;STANDCERT;00159;Bul.vojvode Misica 39a
1900704;NOVI STAN BGD 145-2573-16;NOVI STAN;00159;
1900705;DOMACA RADIN NEVENA PAL 260-110685003637;DOMACA RADINOST;02450;
1900706;MASTER INZINJERING SUBOT 205-45857-63;MASTER;02586;
1900707;ELEKTROELEMENT N.SAD 205-64417-61;ELEKTROELEMENT;01796;
1009061;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;03049;
1009026;METALINDUSTRU;METAL;01255;
1006044;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;
1900167;ZANAT RADNJA STEVAN SOPOT 310-100777-37;STEVANOVIC;02449;Oslobodjenja 64
1900153;BORD CACAK 360-25132101019-18;BORD;00440;
1900169;AUTO-SPED LACARAK 220-86063-20;AUTO SPED;01368;
1900617;K&K ELECTRONICS DOO 275-220014066-67 BGD;ELECTRONICS;00159;
6535433;OPTIMA-TRANS Limited NOVI ZELAND;OPTIMA NOVI ZELAND;00159;
1900613;"SZTUR MOMENT  355-0003200348986-75;";MOMENT;02450;VOJSKE JUGOSLAVIJE 13
7316829;SOLKO TAKRAF;SOLKO FAKRAF;02450;
1900162;AIDA TRADE RESTN MADERA 275-220027213-08;RESTORAN;00159;
1001670;PREDSTAVNISTVO U LJUBLJANI;PRDSTAVNISTVOP;01515;
1900623;KOSTOLAC USLUGE KOS 160-130478-37;KOSTOLAC;01232;
1009056;MITRASINOVIC;SMEDEREVO;02449;
